date,player,team,opp,market,line,book,over_price,under_price,proj_lambda,p_over,side,ev,chosen_prob,source
2026-01-27,Barrett Hayton,UTA,,BLOCKS,2.5,,,,1.8,0.269094,Over,0.0,0.269094,ev
2026-01-27,Dylan Guenther,UTA,,BLOCKS,3.5,,,,1.8,0.173231,Over,0.0,0.173231,ev
2026-01-27,Alexander Wennberg,SJS,,BLOCKS,2.5,,,,1.8,0.268331,Over,0.0,0.268331,ev
2026-01-27,Dylan Guenther,UTA,,BLOCKS,2.5,,,,1.8,0.269094,Over,0.0,0.269094,ev
2026-01-27,Shakir Mukhamadullin,SJS,,BLOCKS,3.5,,,,1.8,0.17307,Over,0.0,0.17307,ev
2026-01-27,Shakir Mukhamadullin,SJS,,BLOCKS,2.5,,,,1.8,0.268331,Over,0.0,0.268331,ev
2026-01-27,Shakir Mukhamadullin,SJS,,BLOCKS,1.5,,,,1.8,0.415962,Over,0.0,0.415962,ev
2026-01-27,Timothy Liljegren,SJS,,BLOCKS,3.5,,,,1.8,0.17307,Over,0.0,0.17307,ev
2026-01-27,Timothy Liljegren,SJS,,BLOCKS,2.5,,,,1.8,0.268331,Over,0.0,0.268331,ev
2026-01-27,Timothy Liljegren,SJS,,BLOCKS,1.5,,,,1.8,0.415962,Over,0.0,0.415962,ev
2026-01-27,John Klingberg,SJS,,BLOCKS,3.5,,,,1.8,0.17307,Over,0.0,0.17307,ev
2026-01-27,John Klingberg,SJS,,BLOCKS,2.5,,,,1.8,0.268331,Over,0.0,0.268331,ev
2026-01-27,John Klingberg,SJS,,BLOCKS,1.5,,,,1.8,0.415962,Over,0.0,0.415962,ev
2026-01-27,Vincent Iorio,SJS,,BLOCKS,3.5,,,,1.8,0.17307,Over,0.0,0.17307,ev
2026-01-27,Vincent Iorio,SJS,,BLOCKS,2.5,,,,1.8,0.268331,Over,0.0,0.268331,ev
2026-01-27,Vincent Iorio,SJS,,BLOCKS,1.5,,,,1.8,0.415962,Over,0.0,0.415962,ev
2026-01-27,Mario Ferraro,SJS,,BLOCKS,3.5,,,,1.8,0.17307,Over,0.0,0.17307,ev
2026-01-27,Mario Ferraro,SJS,,BLOCKS,2.5,,,,1.8,0.268331,Over,0.0,0.268331,ev
2026-01-27,Mario Ferraro,SJS,,BLOCKS,1.5,,,,1.8,0.415962,Over,0.0,0.415962,ev
2026-01-27,Sam Dickinson,SJS,,BLOCKS,3.5,,,,1.8,0.17307,Over,0.0,0.17307,ev
2026-01-27,Sam Dickinson,SJS,,BLOCKS,2.5,,,,1.8,0.268331,Over,0.0,0.268331,ev
2026-01-27,Sam Dickinson,SJS,,BLOCKS,1.5,,,,1.8,0.415962,Over,0.0,0.415962,ev
2026-01-27,Vincent Desharnais,SJS,,BLOCKS,3.5,,,,1.8,0.17307,Over,0.0,0.17307,ev
2026-01-27,Vincent Desharnais,SJS,,BLOCKS,2.5,,,,1.8,0.268331,Over,0.0,0.268331,ev
2026-01-27,Vincent Desharnais,SJS,,BLOCKS,1.5,,,,1.8,0.415962,Over,0.0,0.415962,ev
2026-01-27,Dmitry Orlov,SJS,,BLOCKS,1.5,,,,1.8,0.415962,Over,0.0,0.415962,ev
2026-01-27,Dmitry Orlov,SJS,,BLOCKS,2.5,,,,1.8,0.268331,Over,0.0,0.268331,ev
2026-01-27,Dmitry Orlov,SJS,,BLOCKS,3.5,,,,1.8,0.17307,Over,0.0,0.17307,ev
2026-01-27,Michael Carcone,UTA,,BLOCKS,1.5,,,,1.8,0.416936,Over,0.0,0.416936,ev
2026-01-27,Dylan Guenther,UTA,,BLOCKS,1.5,,,,1.8,0.416936,Over,0.0,0.416936,ev
2026-01-27,Lawson Crouse,UTA,,BLOCKS,3.5,,,,1.8,0.173231,Over,0.0,0.173231,ev
2026-01-27,Lawson Crouse,UTA,,BLOCKS,2.5,,,,1.8,0.269094,Over,0.0,0.269094,ev
2026-01-27,Lawson Crouse,UTA,,BLOCKS,1.5,,,,1.8,0.416936,Over,0.0,0.416936,ev
2026-01-27,Logan Cooley,UTA,,BLOCKS,3.5,,,,1.8,0.173231,Over,0.0,0.173231,ev
2026-01-27,Logan Cooley,UTA,,BLOCKS,2.5,,,,1.8,0.269094,Over,0.0,0.269094,ev
2026-01-27,Logan Cooley,UTA,,BLOCKS,1.5,,,,1.8,0.416936,Over,0.0,0.416936,ev
2026-01-27,Michael Carcone,UTA,,BLOCKS,3.5,,,,1.8,0.173231,Over,0.0,0.173231,ev
2026-01-27,Michael Carcone,UTA,,BLOCKS,2.5,,,,1.8,0.269094,Over,0.0,0.269094,ev
2026-01-27,Daniil But,UTA,,BLOCKS,3.5,,,,1.8,0.173231,Over,0.0,0.173231,ev
2026-01-27,Yaroslav Askarov,SJS,,SAVES,24.5,,,,27.0,0.40699,Over,0.0,0.40699,ev
2026-01-27,Daniil But,UTA,,BLOCKS,2.5,,,,1.8,0.269094,Over,0.0,0.269094,ev
2026-01-27,Daniil But,UTA,,BLOCKS,1.5,,,,1.8,0.416936,Over,0.0,0.416936,ev
2026-01-27,Alex Nedeljkovic,SJS,,SAVES,30.5,,,,27.0,0.327098,Over,0.0,0.327098,ev
2026-01-27,Alex Nedeljkovic,SJS,,SAVES,28.5,,,,27.0,0.351838,Over,0.0,0.351838,ev
2026-01-27,Alex Nedeljkovic,SJS,,SAVES,26.5,,,,27.0,0.378457,Over,0.0,0.378457,ev
2026-01-27,Alex Nedeljkovic,SJS,,SAVES,24.5,,,,27.0,0.40699,Over,0.0,0.40699,ev
2026-01-27,Yaroslav Askarov,SJS,,SAVES,30.5,,,,27.0,0.327098,Over,0.0,0.327098,ev
2026-01-27,Yaroslav Askarov,SJS,,SAVES,28.5,,,,27.0,0.351838,Over,0.0,0.351838,ev
2026-01-27,Yaroslav Askarov,SJS,,SAVES,26.5,,,,27.0,0.378457,Over,0.0,0.378457,ev
2026-01-27,Olli Määttä,UTA,,BLOCKS,3.5,,,,1.8,0.173231,Over,0.0,0.173231,ev
2026-01-27,Nate Schmidt,UTA,,BLOCKS,1.5,,,,1.8,0.416936,Over,0.0,0.416936,ev
2026-01-27,Nate Schmidt,UTA,,BLOCKS,2.5,,,,1.8,0.269094,Over,0.0,0.269094,ev
2026-01-27,Nate Schmidt,UTA,,BLOCKS,3.5,,,,1.8,0.173231,Over,0.0,0.173231,ev
2026-01-27,Drew Doughty,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Brandt Clarke,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Brandt Clarke,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Brandt Clarke,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Cody Ceci,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Cody Ceci,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Cody Ceci,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Mikey Anderson,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Mikey Anderson,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Mikey Anderson,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Taylor Ward,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Taylor Ward,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Taylor Ward,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Alex Turcotte,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Alex Turcotte,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Alex Turcotte,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Corey Perry,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Corey Perry,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Corey Perry,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Trevor Moore,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Trevor Moore,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Drew Doughty,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Drew Doughty,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Brian Dumoulin,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Anton Forsberg,LAK,,SAVES,30.5,,,,27.0,0.321935,Over,0.0,0.321935,ev
2026-01-27,Justin Danforth,BUF,,BLOCKS,2.5,,,,1.8,0.262691,Over,0.0,0.262691,ev
2026-01-27,Justin Danforth,BUF,,BLOCKS,1.5,,,,1.8,0.410612,Over,0.0,0.410612,ev
2026-01-27,Zach Benson,BUF,,BLOCKS,3.5,,,,1.8,0.168072,Over,0.0,0.168072,ev
2026-01-27,Zach Benson,BUF,,BLOCKS,2.5,,,,1.8,0.262691,Over,0.0,0.262691,ev
2026-01-27,Zach Benson,BUF,,BLOCKS,1.5,,,,1.8,0.410612,Over,0.0,0.410612,ev
2026-01-27,Darcy Kuemper,LAK,,SAVES,30.5,,,,27.0,0.321935,Over,0.0,0.321935,ev
2026-01-27,Darcy Kuemper,LAK,,SAVES,28.5,,,,27.0,0.346253,Over,0.0,0.346253,ev
2026-01-27,Darcy Kuemper,LAK,,SAVES,26.5,,,,27.0,0.372483,Over,0.0,0.372483,ev
2026-01-27,Darcy Kuemper,LAK,,SAVES,24.5,,,,27.0,0.400772,Over,0.0,0.400772,ev
2026-01-27,Anton Forsberg,LAK,,SAVES,28.5,,,,27.0,0.346253,Over,0.0,0.346253,ev
2026-01-27,Brian Dumoulin,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Anton Forsberg,LAK,,SAVES,26.5,,,,27.0,0.372483,Over,0.0,0.372483,ev
2026-01-27,Anton Forsberg,LAK,,SAVES,24.5,,,,27.0,0.400772,Over,0.0,0.400772,ev
2026-01-27,Jacob Moverare,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Jacob Moverare,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Jacob Moverare,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Joel Edmundson,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Joel Edmundson,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Joel Edmundson,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Brian Dumoulin,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Trevor Moore,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Jeff Malott,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Jeff Malott,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Karel Vejmelka,UTA,,SAVES,30.5,,,,27.0,0.326436,Over,0.0,0.326436,ev
2026-01-27,Kenny Connors,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Kenny Connors,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Kenny Connors,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Quinton Byfield,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Quinton Byfield,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Quinton Byfield,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Joel Armia,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Joel Armia,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Joel Armia,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Karel Vejmelka,UTA,,SAVES,28.5,,,,27.0,0.350708,Over,0.0,0.350708,ev
2026-01-27,Kevin Fiala,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Karel Vejmelka,UTA,,SAVES,26.5,,,,27.0,0.376876,Over,0.0,0.376876,ev
2026-01-27,Karel Vejmelka,UTA,,SAVES,24.5,,,,27.0,0.405115,Over,0.0,0.405115,ev
2026-01-27,Vitek Vanecek,UTA,,SAVES,30.5,,,,27.0,0.326436,Over,0.0,0.326436,ev
2026-01-27,Vitek Vanecek,UTA,,SAVES,28.5,,,,27.0,0.350708,Over,0.0,0.350708,ev
2026-01-27,Vitek Vanecek,UTA,,SAVES,26.5,,,,27.0,0.376876,Over,0.0,0.376876,ev
2026-01-27,Vitek Vanecek,UTA,,SAVES,24.5,,,,27.0,0.405115,Over,0.0,0.405115,ev
2026-01-27,Mikhail Sergachev,UTA,,BLOCKS,3.5,,,,1.8,0.173231,Over,0.0,0.173231,ev
2026-01-27,Mikhail Sergachev,UTA,,BLOCKS,2.5,,,,1.8,0.269094,Over,0.0,0.269094,ev
2026-01-27,Mikhail Sergachev,UTA,,BLOCKS,1.5,,,,1.8,0.416936,Over,0.0,0.416936,ev
2026-01-27,Kevin Fiala,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Kevin Fiala,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Jeff Malott,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Anze Kopitar,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Andre Lee,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Andre Lee,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Andre Lee,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Alex Laferriere,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Alex Laferriere,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Alex Laferriere,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Andrei Kuzmenko,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Andrei Kuzmenko,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Andrei Kuzmenko,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Anze Kopitar,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Warren Foegele,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Anze Kopitar,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Adrian Kempe,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Adrian Kempe,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Adrian Kempe,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Samuel Helenius,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Samuel Helenius,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Samuel Helenius,LAK,,BLOCKS,1.5,,,,1.8,0.411283,Over,0.0,0.411283,ev
2026-01-27,Warren Foegele,LAK,,BLOCKS,3.5,,,,1.8,0.169692,Over,0.0,0.169692,ev
2026-01-27,Warren Foegele,LAK,,BLOCKS,2.5,,,,1.8,0.264339,Over,0.0,0.264339,ev
2026-01-27,Alexander Wennberg,SJS,,BLOCKS,3.5,,,,1.8,0.17307,Over,0.0,0.17307,ev
2026-01-27,Alexander Wennberg,SJS,,BLOCKS,1.5,,,,1.8,0.415962,Over,0.0,0.415962,ev
2026-01-27,Morgan Barron,WPG,,BLOCKS,2.5,,,,1.8,0.268889,Over,0.0,0.268889,ev
2026-01-27,Brady Skjei,NSH,,BLOCKS,2.5,,,,1.8,0.266832,Over,0.0,0.266832,ev
2026-01-27,Jack Eichel,VGK,,BLOCKS,1.5,,,,1.8,0.413329,Over,0.0,0.413329,ev
2026-01-27,Pavel Dorofeyev,VGK,,BLOCKS,3.5,,,,1.8,0.171396,Over,0.0,0.171396,ev
2026-01-27,Pavel Dorofeyev,VGK,,BLOCKS,2.5,,,,1.8,0.265986,Over,0.0,0.265986,ev
2026-01-27,Colten Ellis,BUF,TOR,SAVES,30.5,,,,27.0,0.31883,Under,,0.68117,nolines
2026-01-27,Ukko-Pekka Luukkonen,BUF,TOR,SAVES,30.5,,,,27.0,0.31883,Under,,0.68117,nolines
2026-01-27,Alex Lyon,BUF,TOR,SAVES,30.5,,,,27.0,0.31883,Under,,0.68117,nolines
2026-01-27,Anthony Stolarz,TOR,BUF,SAVES,30.5,,,,27.0,0.319535,Under,,0.680465,nolines
2026-01-27,Joseph Woll,TOR,BUF,SAVES,30.5,,,,27.0,0.319535,Under,,0.680465,nolines
2026-01-27,Carter Hart,VGK,MTL,SAVES,30.5,,,,27.0,0.319896,Under,,0.680104,nolines
2026-01-27,Akira Schmid,VGK,MTL,SAVES,30.5,,,,27.0,0.319896,Under,,0.680104,nolines
2026-01-27,Adin Hill,VGK,MTL,SAVES,30.5,,,,27.0,0.319896,Under,,0.680104,nolines
2026-01-27,Matt Murray,SEA,WSH,SAVES,30.5,,,,27.0,0.320678,Under,,0.679322,nolines
2026-01-27,Philipp Grubauer,SEA,WSH,SAVES,30.5,,,,27.0,0.320678,Under,,0.679322,nolines
2026-01-27,Joey Daccord,SEA,WSH,SAVES,30.5,,,,27.0,0.320678,Under,,0.679322,nolines
2026-01-27,Darcy Kuemper,LAK,DET,SAVES,30.5,,,,27.0,0.321935,Under,,0.6780649999999999,nolines
2026-01-27,Anton Forsberg,LAK,DET,SAVES,30.5,,,,27.0,0.321935,Under,,0.6780649999999999,nolines
2026-01-27,Spencer Knight,CHI,MIN,SAVES,30.5,,,,27.0,0.322581,Under,,0.677419,nolines
2026-01-27,Arvid Soderblom,CHI,MIN,SAVES,30.5,,,,27.0,0.322581,Under,,0.677419,nolines
2026-01-27,Cam Talbot,DET,LAK,SAVES,30.5,,,,27.0,0.322628,Under,,0.677372,nolines
2026-01-27,John Gibson,DET,LAK,SAVES,30.5,,,,27.0,0.322628,Under,,0.677372,nolines
2026-01-27,Logan Thompson,WSH,SEA,SAVES,30.5,,,,27.0,0.322716,Under,,0.677284,nolines
2026-01-27,Charlie Lindgren,WSH,SEA,SAVES,30.5,,,,27.0,0.322716,Under,,0.677284,nolines
2026-01-27,Jordan Binnington,STL,DAL,SAVES,30.5,,,,27.0,0.322776,Under,,0.677224,nolines
2026-01-27,Joel Hofer,STL,DAL,SAVES,30.5,,,,27.0,0.322776,Under,,0.677224,nolines
2026-01-27,Jakub Dobes,MTL,VGK,SAVES,30.5,,,,27.0,0.323349,Under,,0.676651,nolines
2026-01-27,Samuel Montembeault,MTL,VGK,SAVES,30.5,,,,27.0,0.323349,Under,,0.676651,nolines
2026-01-27,Casey DeSmith,DAL,STL,SAVES,30.5,,,,27.0,0.323548,Under,,0.676452,nolines
2026-01-27,Jake Oettinger,DAL,STL,SAVES,30.5,,,,27.0,0.323548,Under,,0.676452,nolines
2026-01-27,Juuse Saros,NSH,BOS,SAVES,30.5,,,,27.0,0.323824,Under,,0.676176,nolines
2026-01-27,Justus Annunen,NSH,BOS,SAVES,30.5,,,,27.0,0.323824,Under,,0.676176,nolines
2026-01-27,Joonas Korpisalo,BOS,NSH,SAVES,30.5,,,,27.0,0.324378,Under,,0.675622,nolines
2026-01-27,Jeremy Swayman,BOS,NSH,SAVES,30.5,,,,27.0,0.324378,Under,,0.675622,nolines
2026-01-27,Karel Vejmelka,UTA,FLA,SAVES,30.5,,,,27.0,0.326436,Under,,0.673564,nolines
2026-01-27,Vitek Vanecek,UTA,FLA,SAVES,30.5,,,,27.0,0.326436,Under,,0.673564,nolines
2026-01-27,Filip Gustavsson,MIN,CHI,SAVES,30.5,,,,27.0,0.326748,Under,,0.673252,nolines
2026-01-27,Jesper Wallstedt,MIN,CHI,SAVES,30.5,,,,27.0,0.326748,Under,,0.673252,nolines
2026-01-27,Alex Nedeljkovic,SJS,VAN,SAVES,30.5,,,,27.0,0.327098,Under,,0.672902,nolines
2026-01-27,Yaroslav Askarov,SJS,VAN,SAVES,30.5,,,,27.0,0.327098,Under,,0.672902,nolines
2026-01-27,Thatcher Demko,VAN,SJS,SAVES,30.5,,,,27.0,0.327225,Under,,0.672775,nolines
2026-01-27,Kevin Lankinen,VAN,SJS,SAVES,30.5,,,,27.0,0.327225,Under,,0.672775,nolines
